provider_key,provider_name,speciality,year_month,encounter_count,unique_patients,procedure_count,average_encounter_duration_minutes,total_claim_cost
104443324623586425,Alan320 Keeling57,GENERAL PRACTICE,1981-03,1,1,4,31.816666666666666,3413.44
299028792677877871,Elijah719 White193,GENERAL PRACTICE,1981-03,1,1,0,53.166666666666664,998.38
627552435495576060,Louis204 Hauck852,GENERAL PRACTICE,1981-04,1,1,7,200.84999999999997,21737.45
691551023407772307,Nickolas58 Schumm995,GENERAL PRACTICE,1982-07,1,1,0,61.65,948.35
691551023407772307,Nickolas58 Schumm995,GENERAL PRACTICE,1982-08,1,1,0,1440.0,1032.34
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,1982-12,1,1,0,33.833333333333336,740.69
543343207625722774,Anh979 Schroeder447,GENERAL PRACTICE,1983-03,1,1,0,40.46666666666667,704.20
982453732923389287,Leonie332 Wunsch504,GENERAL PRACTICE,1983-07,1,1,0,34.28333333333333,704.20
385398007267188660,Donovan745 Daugherty69,GENERAL PRACTICE,1983-07,1,1,0,30.15,778.78
883431140021126480,Teisha100 Leffler128,GENERAL PRACTICE,1983-07,1,1,0,43.983333333333334,704.20
280079293355470746,Wynell591 Mayert710,GENERAL PRACTICE,1983-11,1,1,0,36.983333333333334,791.94
1063416607639151960,Sharyl439 Williamson769,GENERAL PRACTICE,1983-11,1,1,0,19.2,1567.00
1137716374724131528,Lady554 Kovacek682,GENERAL PRACTICE,1984-03,1,1,0,39.5,1786.60
843686674439627048,Eleni953 Franecki195,GENERAL PRACTICE,1984-03,1,1,0,31.916666666666668,802.11
104443324623586425,Alan320 Keeling57,GENERAL PRACTICE,1984-03,2,2,1,37.141666666666666,1914.38
627552435495576060,Louis204 Hauck852,GENERAL PRACTICE,1984-03,3,1,19,321.0374999999999,67804.40
299028792677877871,Elijah719 White193,GENERAL PRACTICE,1984-03,1,1,0,53.46666666666667,853.36
305532101201638812,Cristy798 Auer97,GENERAL PRACTICE,1984-07,1,1,1,123.85,17189.78
305532101201638812,Cristy798 Auer97,GENERAL PRACTICE,1984-08,1,1,1,129.56666666666666,10317.26
1063416607639151960,Sharyl439 Williamson769,GENERAL PRACTICE,1984-11,1,1,0,54.45,704.20
9477438465009779,Randolph418 Keebler762,GENERAL PRACTICE,1985-04,1,1,26,37693.41666666665,295202.18
104443324623586425,Alan320 Keeling57,GENERAL PRACTICE,1985-05,1,1,0,15.0,211.38
120057643579548119,Enriqueta274 Barton704,GENERAL PRACTICE,1985-10,1,1,0,51.55,1058.12
1063416607639151960,Sharyl439 Williamson769,GENERAL PRACTICE,1985-11,1,1,0,46.63333333333333,704.20
1149431584739820752,Jill895 Monahan736,GENERAL PRACTICE,1986-04,1,1,0,21.75,994.48
717311760003828486,Maren639 Aufderhar910,GENERAL PRACTICE,1986-11,1,1,0,36.13333333333333,1641.58
1108521240143207682,Sunny31 Gleason633,GENERAL PRACTICE,1986-12,1,1,0,59.43333333333333,778.78
311126358396755254,Ted955 Reilly981,GENERAL PRACTICE,1986-12,2,1,0,841.875,44049.83
659708650451791585,Thanh759 Weber641,GENERAL PRACTICE,1987-04,1,1,0,15.0,85.55
494963808912363135,Silva841 Grimes165,GENERAL PRACTICE,1987-04,1,1,0,15.0,85.55
494963808912363135,Silva841 Grimes165,GENERAL PRACTICE,1987-05,1,1,0,34.8,516.95
659708650451791585,Thanh759 Weber641,GENERAL PRACTICE,1987-05,1,1,0,39.583333333333336,516.95
385398007267188660,Donovan745 Daugherty69,GENERAL PRACTICE,1987-08,1,1,0,54.43333333333333,1159.14
1070962888088048845,Rubén780 Amaya149,GENERAL PRACTICE,1987-12,2,1,0,22.108333333333334,602.50
544507194386793082,Stephen891 Okuneva707,GENERAL PRACTICE,1987-12,1,1,0,38.31666666666667,1284.76
1149431584739820752,Jill895 Monahan736,GENERAL PRACTICE,1988-04,1,1,0,49.81666666666667,1501.07
843686674439627048,Eleni953 Franecki195,GENERAL PRACTICE,1988-11,1,1,0,64.56666666666666,948.35
544507194386793082,Stephen891 Okuneva707,GENERAL PRACTICE,1988-12,1,1,0,32.95,1216.98
1108521240143207682,Sunny31 Gleason633,GENERAL PRACTICE,1988-12,1,1,0,54.75,704.20
843686674439627048,Eleni953 Franecki195,GENERAL PRACTICE,1988-12,1,1,0,1440.0,1027.63
494963808912363135,Silva841 Grimes165,GENERAL PRACTICE,1989-04,1,1,0,15.0,516.95
659708650451791585,Thanh759 Weber641,GENERAL PRACTICE,1989-04,1,1,0,15.0,516.95
259733207554739476,Domitila545 Vandervort697,GENERAL PRACTICE,1989-05,1,1,0,3780.5,5423.98
366615259928051559,Jodie811 Hermann103,GENERAL PRACTICE,1989-07,1,1,0,23.6,858.48
193210267373407472,Amparo58 Hayes766,GENERAL PRACTICE,1989-09,1,1,0,21.583333333333332,1202.63
544507194386793082,Stephen891 Okuneva707,GENERAL PRACTICE,1989-12,1,1,0,44.3,785.58
325967294132029093,Cleo27 Crooks415,GENERAL PRACTICE,1990-03,1,1,0,60.0,146.18
687324914576395334,Dorotea472 Rico947,GENERAL PRACTICE,1990-03,1,1,0,60.0,8057.89
880092086278779627,Wes853 Torphy630,GENERAL PRACTICE,1990-04,1,1,0,60.0,5308.14
1149431584739820752,Jill895 Monahan736,GENERAL PRACTICE,1990-04,1,1,0,53.233333333333334,840.20
687324914576395334,Dorotea472 Rico947,GENERAL PRACTICE,1990-06,1,1,0,60.0,87.71
880092086278779627,Wes853 Torphy630,GENERAL PRACTICE,1990-07,1,1,0,60.0,87.71
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,1990-07,1,1,0,17280.0,146.18
880092086278779627,Wes853 Torphy630,GENERAL PRACTICE,1990-08,1,1,0,60.0,146.18
835509182532742600,Larraine124 Torphy630,GENERAL PRACTICE,1990-12,1,1,0,31.183333333333334,1868.62
627552435495576060,Louis204 Hauck852,GENERAL PRACTICE,1990-12,1,1,0,37.11666666666667,948.35
627552435495576060,Louis204 Hauck852,GENERAL PRACTICE,1991-01,1,1,0,1440.0,966.87
1137716374724131528,Lady554 Kovacek682,GENERAL PRACTICE,1991-01,2,1,0,59.90833333333333,1856.42
104443324623586425,Alan320 Keeling57,GENERAL PRACTICE,1991-01,1,1,0,15.0,704.20
589522183230517886,Cleveland582 Kuphal363,GENERAL PRACTICE,1991-01,1,1,0,79.93333333333334,516.95
691551023407772307,Nickolas58 Schumm995,GENERAL PRACTICE,1991-02,1,1,0,72.15,516.95
325967294132029093,Cleo27 Crooks415,GENERAL PRACTICE,1991-03,1,1,0,60.0,87.71
366615259928051559,Jodie811 Hermann103,GENERAL PRACTICE,1991-08,1,1,0,36.016666666666666,919.90
1039168502954151773,Javier97 Collier206,GENERAL PRACTICE,1991-10,1,1,0,420.0,146.18
325967294132029093,Cleo27 Crooks415,GENERAL PRACTICE,1991-12,1,1,0,60.0,5308.14
835509182532742600,Larraine124 Torphy630,GENERAL PRACTICE,1991-12,1,1,0,37.766666666666666,1291.56
104443324623586425,Alan320 Keeling57,GENERAL PRACTICE,1992-01,1,1,0,30.966666666666665,919.90
385398007267188660,Donovan745 Daugherty69,GENERAL PRACTICE,1992-07,1,1,0,45.11666666666667,948.35
385398007267188660,Donovan745 Daugherty69,GENERAL PRACTICE,1992-08,1,1,0,1440.0,966.87
247183019506608427,Lynwood354 Ratke343,GENERAL PRACTICE,1992-10,1,1,0,24.866666666666667,704.20
687324914576395334,Dorotea472 Rico947,GENERAL PRACTICE,1992-11,1,1,0,480.0,146.18
544507194386793082,Stephen891 Okuneva707,GENERAL PRACTICE,1992-12,1,1,0,45.766666666666666,1210.18
835509182532742600,Larraine124 Torphy630,GENERAL PRACTICE,1993-01,1,1,0,35.516666666666666,1507.26
104443324623586425,Alan320 Keeling57,GENERAL PRACTICE,1993-01,1,1,0,35.03333333333333,1069.06
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,1993-05,1,1,0,81.2,1379.75
1149431584739820752,Jill895 Monahan736,GENERAL PRACTICE,1993-05,1,1,0,37.63333333333333,704.20
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,1993-07,1,1,0,35.666666666666664,740.69
193210267373407472,Amparo58 Hayes766,GENERAL PRACTICE,1993-10,1,1,0,39.61666666666667,1071.59
247183019506608427,Lynwood354 Ratke343,GENERAL PRACTICE,1993-10,2,2,0,40.13333333333333,2580.84
544507194386793082,Stephen891 Okuneva707,GENERAL PRACTICE,1994-01,1,1,0,34.36666666666667,860.16
1149431584739820752,Jill895 Monahan736,GENERAL PRACTICE,1994-05,1,1,0,40.016666666666666,704.20
22180109166454162,Ariane992 Pagac496,GENERAL PRACTICE,1994-09,1,1,0,33.25,808.91
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,1994-12,1,1,0,54.53333333333333,1603.49
757165526207794756,Hunter736 Lesch175,GENERAL PRACTICE,1995-01,1,1,0,35.38333333333333,948.35
494963808912363135,Silva841 Grimes165,GENERAL PRACTICE,1995-01,1,1,0,1440.0,1023.62
311126358396755254,Ted955 Reilly981,GENERAL PRACTICE,1995-01,1,1,0,341.06666666666666,1444.46
104443324623586425,Alan320 Keeling57,GENERAL PRACTICE,1995-01,1,1,0,56.483333333333334,1755.57
544507194386793082,Stephen891 Okuneva707,GENERAL PRACTICE,1995-01,1,1,0,36.9,1216.98
691551023407772307,Nickolas58 Schumm995,GENERAL PRACTICE,1995-01,1,1,0,15.0,234.71
1137716374724131528,Lady554 Kovacek682,GENERAL PRACTICE,1995-01,1,1,0,31.5,1565.94
22180109166454162,Ariane992 Pagac496,GENERAL PRACTICE,1995-07,1,1,0,56.11666666666667,1509.58
366615259928051559,Jodie811 Hermann103,GENERAL PRACTICE,1995-08,1,1,0,54.38333333333333,840.20
691551023407772307,Nickolas58 Schumm995,GENERAL PRACTICE,1995-11,1,1,1,88.0,516.95
544507194386793082,Stephen891 Okuneva707,GENERAL PRACTICE,1995-11,1,1,0,36.483333333333334,15835.89
691551023407772307,Nickolas58 Schumm995,GENERAL PRACTICE,1995-12,1,1,1,60.266666666666666,516.95
717311760003828486,Maren639 Aufderhar910,GENERAL PRACTICE,1995-12,1,1,0,48.15,778.78
104443324623586425,Alan320 Keeling57,GENERAL PRACTICE,1996-01,1,1,0,47.166666666666664,1050.78
544507194386793082,Stephen891 Okuneva707,GENERAL PRACTICE,1996-01,1,1,7,49.449999999999996,13982.29
691551023407772307,Nickolas58 Schumm995,GENERAL PRACTICE,1996-01,2,1,8,214.58333333333334,22254.40
1137716374724131528,Lady554 Kovacek682,GENERAL PRACTICE,1996-01,1,1,0,47.15,808.91
797317867592804508,Idella49 Runte676,GENERAL PRACTICE,1996-02,1,1,0,45.85,1048.62
691551023407772307,Nickolas58 Schumm995,GENERAL PRACTICE,1996-02,2,1,1,37.55,751.66
311126358396755254,Ted955 Reilly981,GENERAL PRACTICE,1996-02,1,1,0,39.68333333333333,948.35
299028792677877871,Elijah719 White193,GENERAL PRACTICE,1996-02,1,1,0,55.1,933.06
691551023407772307,Nickolas58 Schumm995,GENERAL PRACTICE,1996-03,1,1,1,75.11666666666666,516.95
982978929763219993,Derick144 Bashirian201,GENERAL PRACTICE,1996-03,1,1,0,31.0,1422.98
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,1996-04,1,1,0,54.75,988.63
711785781337608067,Isidro558 Kling921,GENERAL PRACTICE,1996-06,1,1,0,59.35,797.72
711785781337608067,Isidro558 Kling921,GENERAL PRACTICE,1996-08,1,1,6,30.816666666666666,8455.74
880092086278779627,Wes853 Torphy630,GENERAL PRACTICE,1996-08,1,1,0,660.0,146.18
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,1996-09,9,1,8,168.88888888888889,8868.70
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,1996-10,11,1,10,155.45454545454547,10005.18
691551023407772307,Nickolas58 Schumm995,GENERAL PRACTICE,1996-10,1,1,1,84.05,516.95
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,1996-11,7,1,6,168.14285714285714,5362.33
691551023407772307,Nickolas58 Schumm995,GENERAL PRACTICE,1996-11,1,1,1,86.26666666666667,516.95
711785781337608067,Isidro558 Kling921,GENERAL PRACTICE,1996-11,1,1,7,53.88333333333333,7093.94
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,1996-12,12,1,11,145.6236111111111,9533.15
843686674439627048,Eleni953 Franecki195,GENERAL PRACTICE,1996-12,1,1,0,36.666666666666664,727.53
691551023407772307,Nickolas58 Schumm995,GENERAL PRACTICE,1996-12,1,1,1,86.11666666666666,516.95
544507194386793082,Stephen891 Okuneva707,GENERAL PRACTICE,1997-01,1,1,4,58.81666666666667,4145.36
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,1997-01,5,1,9,78.42,10758.22
280079293355470746,Wynell591 Mayert710,GENERAL PRACTICE,1997-01,1,1,5,56.13333333333334,8427.35
1070962888088048845,Rubén780 Amaya149,GENERAL PRACTICE,1997-02,1,1,0,15.0,1005.38
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,1997-02,9,1,8,174.22222222222223,6945.30
299028792677877871,Elijah719 White193,GENERAL PRACTICE,1997-02,1,1,0,59.1,1498.72
691551023407772307,Nickolas58 Schumm995,GENERAL PRACTICE,1997-02,1,1,0,15.0,234.71
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,1997-03,7,1,11,99.89166666666665,9414.25
691551023407772307,Nickolas58 Schumm995,GENERAL PRACTICE,1997-04,3,1,17,236.54907407407413,60179.58
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,1997-04,6,1,9,109.26851851851852,6731.17
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,1997-05,8,1,10,126.85454545454546,10755.21
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,1997-06,11,1,10,146.63636363636363,7242.72
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,1997-07,10,1,9,169.5,9738.38
711785781337608067,Isidro558 Kling921,GENERAL PRACTICE,1997-08,1,1,1,15.0,573.98
589522183230517886,Cleveland582 Kuphal363,GENERAL PRACTICE,1997-08,1,1,0,15.0,1005.38
485868117380761967,Wanetta360 Kertzmann286,GENERAL PRACTICE,1997-08,10,1,13,15.0,12663.95
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,1997-08,11,1,10,161.36363636363637,9744.58
485868117380761967,Wanetta360 Kertzmann286,GENERAL PRACTICE,1997-09,1,1,2,15.0,1982.66
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,1997-09,12,1,11,165.86249999999998,10835.49
193210267373407472,Amparo58 Hayes766,GENERAL PRACTICE,1997-10,1,1,0,46.75,1266.48
14365703936548903,Terrie907 Ratke343,GENERAL PRACTICE,1997-10,1,1,0,15.0,142.58
247183019506608427,Lynwood354 Ratke343,GENERAL PRACTICE,1997-10,1,1,0,38.28333333333333,1050.78
691551023407772307,Nickolas58 Schumm995,GENERAL PRACTICE,1997-10,1,1,1,70.83333333333333,516.95
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,1997-10,6,1,16,106.91470588235293,25967.58
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,1997-11,7,1,6,137.2047619047619,4545.44
691551023407772307,Nickolas58 Schumm995,GENERAL PRACTICE,1997-11,1,1,1,68.48333333333333,516.95
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,1997-12,12,1,11,163.36388888888888,11412.46
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,1998-01,10,1,9,167.5,9398.40
627552435495576060,Louis204 Hauck852,GENERAL PRACTICE,1998-01,1,1,0,15.0,85.55
544507194386793082,Stephen891 Okuneva707,GENERAL PRACTICE,1998-01,1,1,5,44.75,8437.20
670601237767308522,January966 Roberts511,GENERAL PRACTICE,1998-01,2,1,0,26.941666666666666,602.50
691551023407772307,Nickolas58 Schumm995,GENERAL PRACTICE,1998-02,2,1,8,164.55555555555554,28528.71
299028792677877871,Elijah719 White193,GENERAL PRACTICE,1998-02,1,1,0,43.266666666666666,1063.94
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,1998-02,4,1,11,202.71515151515152,30278.95
280079293355470746,Wynell591 Mayert710,GENERAL PRACTICE,1998-02,1,1,6,37.93333333333333,5567.64
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,1998-03,10,1,9,174.7,7857.45
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,1998-04,11,1,10,153.8181818181818,11317.11
688338662061437354,Brian582 Cummerata161,GENERAL PRACTICE,1998-04,1,1,0,48.083333333333336,879.10
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,1998-05,9,1,8,162.11111111111111,7307.37
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,1998-06,6,1,18,266.26929824561404,62181.20
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,1998-07,11,1,10,183.36363636363637,9542.23
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,1998-08,9,1,8,170.88888888888889,8093.10
691551023407772307,Nickolas58 Schumm995,GENERAL PRACTICE,1998-09,2,1,0,1447.5,231.73
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,1998-09,7,1,16,150.14999999999995,28826.52
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,1998-10,7,1,6,147.2309523809524,4149.29
305532101201638812,Cristy798 Auer97,GENERAL PRACTICE,1998-10,1,1,0,60.0,1477.28
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,1998-11,5,1,12,75.93194444444445,16233.39
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,1998-12,9,1,19,138.31916666666663,32235.95
1137716374724131528,Lady554 Kovacek682,GENERAL PRACTICE,1999-01,2,1,0,62.65833333333333,331.56
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,1999-01,12,1,11,178.3472222222222,10008.23
280079293355470746,Wynell591 Mayert710,GENERAL PRACTICE,1999-02,1,1,3,37.25,2783.82
299028792677877871,Elijah719 White193,GENERAL PRACTICE,1999-02,1,1,0,51.95,860.16
691551023407772307,Nickolas58 Schumm995,GENERAL PRACTICE,1999-02,1,1,0,15.0,234.71
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,1999-02,6,1,5,126.66666666666667,5030.89
544507194386793082,Stephen891 Okuneva707,GENERAL PRACTICE,1999-02,1,1,7,32.43333333333333,8518.86
358575454180073229,Luther918 Jakubowski832,GENERAL PRACTICE,1999-02,1,1,0,15.0,13148.10
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,1999-03,11,1,10,161.9090909090909,7922.03
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,1999-04,6,1,8,900.2,5717.08
691551023407772307,Nickolas58 Schumm995,GENERAL PRACTICE,1999-04,1,1,1,82.53333333333333,516.95
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,1999-05,10,1,9,159.0,8592.02
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,1999-06,9,1,12,108.63461538461537,11299.39
747110926960089803,Gerard367 Pouros728,GENERAL PRACTICE,1999-06,1,1,0,59.68333333333333,919.90
883431140021126480,Teisha100 Leffler128,GENERAL PRACTICE,1999-07,1,1,0,58.45,1069.06
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,1999-07,6,1,10,156.37272727272727,18667.83
415187786701005895,Nicholas495 Greenfelder433,GENERAL PRACTICE,1999-07,1,1,0,15.0,85.55
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,1999-08,7,1,9,103.75999999999999,7798.23
415187786701005895,Nicholas495 Greenfelder433,GENERAL PRACTICE,1999-08,1,1,0,36.11666666666667,516.95
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,1999-09,8,1,12,99.26153846153846,10205.05
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,1999-10,7,1,11,169.97500000000002,21668.88
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,1999-11,5,1,5,192.8,2679.35
711785781337608067,Isidro558 Kling921,GENERAL PRACTICE,1999-11,1,1,4,48.85,3190.88
175240302948815055,Clemente531 Schamberger479,GENERAL PRACTICE,1999-11,1,1,0,46.25,1887.46
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,1999-12,9,1,19,1317.6791666666672,48495.05
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,2000-01,4,1,5,87.78333333333332,5687.06
691551023407772307,Nickolas58 Schumm995,GENERAL PRACTICE,2000-02,1,1,0,15.0,234.71
280079293355470746,Wynell591 Mayert710,GENERAL PRACTICE,2000-02,1,1,4,55.15,3413.44
299028792677877871,Elijah719 White193,GENERAL PRACTICE,2000-02,1,1,4,43.166666666666664,3440.64
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,2000-02,2,1,4,84.82499999999999,4916.48
544507194386793082,Stephen891 Okuneva707,GENERAL PRACTICE,2000-02,1,1,6,33.48333333333334,7749.36
880092086278779627,Wes853 Torphy630,GENERAL PRACTICE,2000-03,1,1,0,480.0,146.18
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,2000-03,1,1,2,88.53333333333333,2458.24
1137716374724131528,Lady554 Kovacek682,GENERAL PRACTICE,2000-03,1,1,0,15.0,142.58
22180109166454162,Ariane992 Pagac496,GENERAL PRACTICE,2000-03,1,1,6,44.0,16385.88
691551023407772307,Nickolas58 Schumm995,GENERAL PRACTICE,2000-06,1,1,1,83.51666666666667,516.95
557542335892374462,Rafael239 Delafuente833,GENERAL PRACTICE,2000-07,1,1,3,45.833333333333336,66461.76
